Rooms,Area,Floor_Number,Total_Floors,Construction_Year,Is_First_Floor,Is_Last_Floor,Has_Garage,Is_Closed_Complex,District_Encoded,Construction_Type_Encoded,ext_has_gas,ext_has_tep,ext_is_luxury,ext_is_act16,Price
2,80,6,9,2008,0,0,1,0,57,5,0.0,0.0,0.0,1.0,240000
2,60,3,8,2009,0,0,1,0,57,5,1.0,0.0,0.0,0.0,214999
2,63,4,5,2026,0,0,1,0,57,5,0.0,0.0,0.0,0.0,180000
2,63,4,6,2025,0,0,1,0,56,5,1.0,0.0,1.0,1.0,245000
2,65,11,12,2025,0,0,1,0,57,5,0.0,0.0,0.0,0.0,234990
2,81,1,4,2025,1,0,1,1,56,5,0.0,0.0,0.0,1.0,236000
2,72,3,5,2026,0,0,1,0,57,5,0.0,0.0,1.0,0.0,165648
2,69,5,6,2026,0,0,1,1,57,5,0.0,0.0,1.0,0.0,167325
2,63,5,7,2026,0,0,1,0,56,5,0.0,1.0,1.0,0.0,240000
2,100,1,6,2020,1,0,1,1,56,5,0.0,1.0,1.0,1.0,258999
2,63,1,5,2026,1,0,1,0,57,5,1.0,0.0,1.0,0.0,181666
2,75,2,5,2027,0,0,1,0,57,5,1.0,0.0,0.0,1.0,188000
2,64,6,8,2008,0,0,1,0,57,5,0.0,0.0,0.0,1.0,230000
2,80,6,9,2008,0,0,1,0,57,5,0.0,0.0,0.0,0.0,240000
2,81,6,8,2008,0,0,1,0,57,5,0.0,0.0,1.0,0.0,240000
2,69,4,5,2022,0,0,1,0,57,5,0.0,0.0,0.0,0.0,214000
2,83,2,5,2028,0,0,1,0,57,5,0.0,0.0,1.0,0.0,182000
2,75,2,6,2015,0,0,1,1,57,5,0.0,0.0,1.0,0.0,229500
2,74,7,8,2025,0,0,1,0,56,5,1.0,0.0,1.0,1.0,269360
2,60,5,8,2006,0,0,1,0,57,5,1.0,0.0,1.0,0.0,234900
2,80,3,5,2026,0,0,1,0,57,5,0.0,0.0,1.0,0.0,185090
2,85,2,6,2026,0,0,1,0,56,5,1.0,0.0,1.0,1.0,259000
2,72,2,4,2026,0,0,1,0,56,5,0.0,0.0,0.0,1.0,240000
2,80,3,4,2027,0,0,1,0,57,5,0.0,0.0,0.0,0.0,191064
2,85,2,4,2027,0,0,1,0,57,5,0.0,0.0,0.0,0.0,228500
2,58,4,7,2017,0,0,1,0,57,5,1.0,0.0,0.0,1.0,204900
2,53,2,6,2026,0,0,1,0,57,5,1.0,0.0,1.0,1.0,132000
2,80,6,9,2008,0,0,1,0,57,5,1.0,0.0,0.0,1.0,240000
2,63,5,8,2025,0,0,1,0,56,5,0.0,1.0,1.0,0.0,229000
2,65,2,4,2025,0,0,1,0,57,5,0.0,0.0,1.0,0.0,194000
2,71,8,8,2025,0,1,1,0,63,4,0.0,0.0,0.0,0.0,242000
2,82,3,10,2026,0,0,1,1,63,5,1.0,0.0,0.0,1.0,178000
2,86,6,8,2025,0,0,1,0,57,5,0.0,0.0,1.0,1.0,314000
2,82,4,8,2026,0,0,1,1,63,5,0.0,0.0,0.0,1.0,179000
2,47,8,8,1991,0,1,1,0,62,4,1.0,0.0,0.0,0.0,176800
2,77,6,11,2027,0,0,1,0,63,5,0.0,0.0,1.0,0.0,206800
2,93,2,10,2027,0,0,1,0,57,5,1.0,0.0,1.0,0.0,221000
2,83,4,9,2022,0,0,1,0,57,5,0.0,0.0,0.0,0.0,269000
2,96,3,7,2011,0,0,1,0,61,5,0.0,0.0,0.0,1.0,331500
2,131,6,7,2017,0,0,1,1,58,5,0.0,0.0,0.0,0.0,290000
2,60,4,8,1980,0,0,1,0,62,4,0.0,0.0,0.0,0.0,199000
2,84,9,9,2009,0,1,1,0,63,5,0.0,1.0,0.0,1.0,200000
2,66,4,8,1980,0,0,1,0,62,4,0.0,0.0,0.0,0.0,178000
2,72,3,6,2023,0,0,1,0,57,5,1.0,0.0,0.0,1.0,280000
2,80,2,6,2025,0,0,1,0,61,5,0.0,1.0,0.0,0.0,155058
2,81,15,16,2027,0,0,1,0,62,5,0.0,0.0,0.0,1.0,278052
2,66,24,25,2025,0,0,1,0,59,1,0.0,0.0,0.0,0.0,205000
2,62,5,8,1990,0,0,1,0,60,4,1.0,0.0,0.0,0.0,189999
2,45,4,8,1980,0,0,1,0,62,4,0.0,1.0,0.0,0.0,127000
2,84,16,16,2027,0,1,1,0,62,5,0.0,0.0,0.0,1.0,290732
2,85,2,5,2010,0,0,1,0,57,5,1.0,0.0,0.0,1.0,270000
2,58,5,6,2010,0,0,1,1,59,5,0.0,0.0,0.0,0.0,162000
2,91,12,16,2025,0,0,1,1,57,5,1.0,0.0,1.0,0.0,360000
2,50,8,8,2025,0,1,1,0,61,4,1.0,0.0,0.0,0.0,160000
2,94,5,5,2001,0,1,1,0,61,5,0.0,0.0,0.0,1.0,124999
2,81,14,16,2027,0,0,1,0,62,5,0.0,0.0,0.0,1.0,273963
2,48,8,8,2025,0,1,1,0,61,4,0.0,0.0,1.0,0.0,178000
2,86,1,5,2018,1,0,1,0,57,5,0.0,0.0,0.0,0.0,279000
2,87,7,7,2009,0,1,1,0,61,5,1.0,0.0,0.0,0.0,238000
2,96,10,15,2025,0,0,1,0,57,5,1.0,0.0,1.0,1.0,425000
2,96,4,4,2027,0,1,1,0,57,5,0.0,0.0,0.0,0.0,256828
2,72,4,8,2026,0,0,1,0,63,5,1.0,0.0,1.0,1.0,174990
2,84,15,16,2027,0,0,1,0,59,5,0.0,1.0,1.0,1.0,286518
2,65,3,8,1980,0,0,1,0,61,4,0.0,1.0,0.0,0.0,185000
2,92,2,6,2025,0,0,1,0,61,5,0.0,1.0,0.0,0.0,183398
2,84,1,11,2027,1,0,1,0,63,5,1.0,0.0,0.0,1.0,176757
2,48,4,8,1980,0,0,1,0,62,4,1.0,1.0,0.0,0.0,123000
2,74,2,6,2026,0,0,1,1,57,5,1.0,0.0,0.0,0.0,260000
2,80,8,11,2026,0,0,1,0,60,5,0.0,0.0,1.0,1.0,215000
2,74,7,8,2025,0,0,1,0,57,5,1.0,0.0,1.0,1.0,270000
2,72,5,13,2027,0,0,1,0,72,5,0.0,0.0,1.0,0.0,218240
2,72,4,13,2027,0,0,1,0,72,5,0.0,0.0,1.0,0.0,219170
2,65,4,5,2021,0,0,1,0,71,5,0.0,0.0,0.0,0.0,155000
2,47,3,8,2025,0,0,1,0,71,4,1.0,0.0,0.0,0.0,127700
2,76,5,5,2025,0,1,1,0,68,5,0.0,0.0,0.0,0.0,179000
2,68,2,5,2027,0,0,1,0,68,5,1.0,0.0,1.0,0.0,149600
2,75,2,4,2026,0,0,1,0,73,5,1.0,0.0,1.0,1.0,160239
2,72,3,13,2027,0,0,1,0,72,5,0.0,0.0,1.0,0.0,210010
2,74,2,6,2026,0,0,1,0,67,5,1.0,1.0,0.0,0.0,162822
2,68,9,10,2025,0,0,1,1,63,5,1.0,0.0,1.0,1.0,289990
2,71,5,13,2027,0,0,1,0,72,5,0.0,0.0,1.0,0.0,271030
2,70,5,6,2027,0,0,1,1,72,5,0.0,0.0,1.0,0.0,269280
2,48,4,5,2025,0,0,1,0,72,5,0.0,0.0,0.0,0.0,245000
2,63,2,5,2027,0,0,1,0,73,5,0.0,0.0,0.0,0.0,133000
2,82,6,10,2025,0,0,1,1,63,5,0.0,0.0,0.0,0.0,350000
2,56,1,6,1960,1,0,1,0,72,5,0.0,0.0,0.0,0.0,269900
2,75,6,16,2028,0,0,1,0,73,5,1.0,0.0,0.0,0.0,177000
2,76,6,6,2026,0,1,1,0,73,5,1.0,0.0,1.0,0.0,131999
2,48,8,16,1980,0,0,1,0,71,1,0.0,0.0,0.0,0.0,129000
2,55,2,6,2025,0,0,1,0,70,5,0.0,1.0,0.0,0.0,91064
2,61,9,9,2025,0,1,1,1,73,5,1.0,0.0,0.0,1.0,164900
2,66,3,6,2025,0,0,1,0,64,5,0.0,0.0,0.0,1.0,126445
2,86,4,6,2026,0,0,1,0,73,5,0.0,0.0,0.0,0.0,155000
2,60,5,8,2025,0,0,1,0,65,4,0.0,0.0,0.0,0.0,200000
2,68,4,4,2025,0,1,1,0,69,5,0.0,0.0,0.0,0.0,149900
2,63,6,6,2025,0,1,1,0,67,4,1.0,0.0,0.0,0.0,134900
2,65,7,8,2025,0,0,1,0,72,4,0.0,0.0,0.0,0.0,215000
2,50,5,8,2025,0,0,1,0,73,4,1.0,0.0,0.0,0.0,114990
2,60,5,6,2027,0,0,1,0,70,5,0.0,1.0,0.0,0.0,96309
2,61,4,5,2025,0,0,1,0,67,5,1.0,0.0,1.0,0.0,178999
2,65,2,6,2026,0,0,1,0,73,5,0.0,0.0,0.0,0.0,139170
2,60,3,7,2027,0,0,1,0,67,5,0.0,0.0,1.0,1.0,144990
2,73,3,6,2027,0,0,1,0,73,5,0.0,0.0,1.0,0.0,147000
2,70,8,9,2029,0,0,1,0,70,5,0.0,0.0,0.0,1.0,133450
2,72,5,7,2026,0,0,1,0,73,5,1.0,0.0,1.0,1.0,170000
2,71,6,9,1997,0,0,1,0,64,4,1.0,0.0,0.0,0.0,142500
2,69,4,7,2026,0,0,1,0,73,5,1.0,0.0,0.0,1.0,158000
2,70,8,8,2026,0,1,1,0,66,5,1.0,0.0,1.0,1.0,174000
2,65,1,8,1980,1,0,1,0,68,4,1.0,1.0,0.0,0.0,152000
2,63,7,9,2026,0,0,1,0,73,5,0.0,0.0,0.0,1.0,140000
2,65,3,8,2025,0,0,1,0,78,4,1.0,0.0,0.0,0.0,145000
2,76,7,9,2026,0,0,1,0,76,5,0.0,0.0,1.0,1.0,189000
2,121,6,6,2026,0,1,1,0,73,5,1.0,0.0,1.0,0.0,210616
2,77,3,6,2024,0,0,1,0,74,5,0.0,0.0,0.0,1.0,140000
2,64,3,6,1990,0,0,1,0,74,4,0.0,0.0,0.0,0.0,153000
2,69,2,16,2028,0,0,1,0,74,5,1.0,0.0,0.0,0.0,146000
2,66,6,6,2025,0,1,1,0,73,5,0.0,0.0,0.0,1.0,189000
2,67,2,8,2025,0,0,1,1,75,5,1.0,0.0,0.0,0.0,165000
2,65,8,8,1991,0,1,1,0,75,4,0.0,0.0,0.0,0.0,179900
2,65,6,7,2025,0,0,1,0,74,5,0.0,0.0,0.0,1.0,165000
2,63,3,8,2028,0,0,1,0,74,5,0.0,0.0,1.0,0.0,118500
2,74,2,6,2028,0,0,1,0,75,5,0.0,0.0,1.0,0.0,119237
2,59,5,6,2028,0,0,1,0,75,5,0.0,0.0,1.0,0.0,102794
2,56,1,4,2025,1,0,1,0,74,5,0.0,0.0,0.0,0.0,122701
2,50,5,8,2025,0,0,1,0,75,4,1.0,0.0,0.0,0.0,114990
2,68,9,16,2028,0,0,1,0,74,5,1.0,0.0,0.0,0.0,147000
2,60,5,8,2025,0,0,1,0,75,4,1.0,0.0,0.0,0.0,139000
2,60,6,9,1993,0,0,1,0,74,4,0.0,0.0,0.0,0.0,189600
2,77,9,9,2026,0,1,1,0,76,5,0.0,0.0,1.0,1.0,185000
2,90,1,4,2026,1,0,1,0,73,5,0.0,0.0,0.0,0.0,179976
2,64,5,6,2027,0,0,1,0,75,5,1.0,0.0,0.0,0.0,135000
2,85,1,8,2025,1,0,1,1,75,5,1.0,0.0,0.0,0.0,200000
2,61,9,9,2025,0,1,1,1,75,5,1.0,0.0,0.0,1.0,164900
2,63,4,7,2026,0,0,1,1,75,5,1.0,0.0,0.0,0.0,140000
2,71,6,8,2026,0,0,1,0,75,5,1.0,0.0,1.0,1.0,205900
2,130,9,10,2027,0,0,1,0,73,5,1.0,0.0,0.0,1.0,263125
2,90,3,5,2009,0,0,1,0,75,5,0.0,0.0,0.0,0.0,227000
2,63,3,4,2025,0,0,1,1,75,5,1.0,1.0,1.0,1.0,179000
2,58,5,6,2010,0,0,1,1,77,5,0.0,0.0,0.0,0.0,162000
2,70,2,6,2028,0,0,1,0,75,5,0.0,0.0,1.0,0.0,112885
2,72,1,5,2025,1,0,1,0,73,5,0.0,0.0,0.0,0.0,265000
2,71,4,5,2026,0,0,1,0,73,5,1.0,0.0,1.0,0.0,177500
2,67,5,11,2025,0,0,1,0,77,5,1.0,1.0,0.0,1.0,180000
2,63,4,5,2026,0,0,1,1,75,5,0.0,1.0,0.0,0.0,150000
2,110,7,10,2027,0,0,1,0,73,5,1.0,0.0,0.0,1.0,221628
2,128,9,10,2027,0,0,1,0,73,5,1.0,0.0,0.0,1.0,259279
2,60,4,7,2025,0,0,1,0,73,5,0.0,0.0,0.0,1.0,225000
2,64,2,9,2026,0,0,1,0,76,5,0.0,0.0,1.0,1.0,159000
2,94,4,6,2025,0,0,1,0,73,5,1.0,0.0,0.0,0.0,225000
2,76,9,9,2026,0,1,1,0,76,5,0.0,0.0,1.0,1.0,185000
2,136,6,6,2026,0,1,1,0,83,5,0.0,0.0,0.0,1.0,244800
2,136,17,17,2026,0,1,1,1,82,5,1.0,0.0,0.0,1.0,252661
2,60,1,6,1980,1,0,1,0,81,4,0.0,0.0,0.0,0.0,120000
2,58,2,6,1970,0,0,1,0,81,4,0.0,0.0,0.0,0.0,180000
2,74,1,4,2025,1,0,1,0,83,5,0.0,0.0,1.0,1.0,195780
2,70,3,3,2025,0,1,1,1,83,5,1.0,0.0,1.0,1.0,319000
2,72,7,8,1980,0,0,1,0,79,4,0.0,0.0,0.0,0.0,175000
2,83,2,7,2027,0,0,1,0,86,5,0.0,1.0,0.0,0.0,200500
2,65,7,9,1980,0,0,1,0,79,4,1.0,0.0,0.0,0.0,189000
2,87,3,6,2026,0,0,1,0,83,5,0.0,0.0,0.0,1.0,182720
2,78,2,6,2025,0,0,1,1,83,5,1.0,0.0,0.0,0.0,141066
2,92,1,3,2025,1,0,1,0,104,5,1.0,0.0,0.0,0.0,92000
2,68,3,7,2004,0,0,1,0,86,5,0.0,0.0,0.0,0.0,209900
2,60,5,9,1970,0,0,1,0,80,1,0.0,0.0,0.0,0.0,119990
2,50,1,6,2021,1,0,1,0,79,5,1.0,0.0,0.0,0.0,170000
2,69,3,5,2026,0,0,1,0,78,5,0.0,0.0,0.0,0.0,156000
2,75,6,8,2025,0,0,1,0,87,4,1.0,0.0,0.0,0.0,249900
2,60,3,13,2025,0,0,1,1,82,5,1.0,0.0,0.0,0.0,229500
2,55,4,4,2026,0,1,1,0,79,5,0.0,0.0,0.0,0.0,160500
2,63,3,6,2025,0,0,1,0,82,5,0.0,0.0,0.0,1.0,185000
2,69,1,9,1980,1,0,1,0,80,4,0.0,1.0,0.0,0.0,159500
2,62,2,2,2025,0,1,1,0,79,5,1.0,0.0,0.0,0.0,180000
2,67,14,16,2026,0,0,1,1,82,5,1.0,1.0,0.0,1.0,125000
2,76,3,8,1997,0,0,1,0,79,5,1.0,0.0,0.0,0.0,229000
2,60,4,8,1980,0,0,1,0,86,4,0.0,1.0,0.0,0.0,165000
2,75,4,4,2026,0,1,1,0,83,5,0.0,0.0,0.0,1.0,222972
2,65,4,7,2027,0,0,1,0,86,5,0.0,0.0,1.0,0.0,146900
2,51,6,11,1980,0,0,1,0,87,1,1.0,0.0,0.0,0.0,200900
2,84,2,7,2025,0,0,1,0,86,5,1.0,1.0,0.0,0.0,214000
2,73,3,14,2026,0,0,1,1,85,5,1.0,0.0,1.0,0.0,186000
2,65,7,7,2001,0,1,1,0,79,5,0.0,1.0,0.0,0.0,228900
2,59,2,5,2028,0,0,1,1,81,5,0.0,0.0,1.0,0.0,99120
2,65,3,6,1999,0,0,1,0,79,5,0.0,0.0,1.0,0.0,225000
2,65,7,10,2025,0,0,1,1,82,5,0.0,0.0,1.0,0.0,129600
2,66,2,7,2027,0,0,1,0,86,5,0.0,0.0,1.0,0.0,139990
2,82,2,3,2026,0,0,1,0,103,5,0.0,0.0,1.0,0.0,184880
2,72,7,9,2025,0,0,1,0,87,5,0.0,0.0,0.0,0.0,192616
2,82,2,7,2027,0,0,1,0,86,5,1.0,1.0,1.0,0.0,198000
2,69,3,5,2013,0,0,1,1,84,5,0.0,0.0,0.0,0.0,204000
2,57,4,5,2025,0,0,1,0,83,5,0.0,0.0,1.0,1.0,215000
2,71,2,6,2028,0,0,1,0,92,5,0.0,1.0,1.0,1.0,158000
2,61,0,0,2011,1,1,1,0,88,5,0.0,0.0,0.0,0.0,159999
2,79,9,9,2028,0,1,1,0,90,5,0.0,1.0,0.0,0.0,192772
2,67,3,10,2026,0,0,1,0,89,5,0.0,0.0,0.0,0.0,152820
2,71,5,6,2025,0,0,1,0,88,5,1.0,0.0,1.0,1.0,219800
2,64,2,9,2026,0,0,1,0,92,5,0.0,0.0,1.0,1.0,159000
2,63,5,8,2025,0,0,1,0,88,5,0.0,1.0,1.0,0.0,229000
2,57,3,4,2025,0,0,1,0,88,5,0.0,0.0,0.0,0.0,189990
2,67,5,8,1980,0,0,1,0,89,4,1.0,0.0,0.0,0.0,156000
2,65,6,8,2018,0,0,1,0,88,5,1.0,0.0,0.0,1.0,185000
2,94,3,7,2008,0,0,1,0,88,5,1.0,1.0,0.0,0.0,245000
2,42,2,8,1970,0,0,1,0,89,4,0.0,1.0,0.0,0.0,120000
2,60,5,6,2025,0,0,1,0,92,4,1.0,1.0,0.0,0.0,145000
2,77,5,6,2026,0,0,1,0,89,5,0.0,0.0,0.0,0.0,154140
2,58,2,8,1970,0,0,1,0,89,5,0.0,0.0,0.0,0.0,170000
2,86,2,5,2026,0,0,1,0,89,5,1.0,0.0,0.0,1.0,215000
2,75,2,6,2025,0,0,1,0,88,5,1.0,0.0,1.0,1.0,187500
2,56,6,6,1980,0,1,1,0,90,4,1.0,1.0,0.0,0.0,174999
2,66,2,4,1970,0,0,1,0,89,4,0.0,0.0,0.0,0.0,144990
2,75,2,10,2026,0,0,1,0,89,5,0.0,0.0,0.0,0.0,165220
2,96,6,6,2026,0,1,1,0,88,5,0.0,0.0,0.0,0.0,211508
2,72,3,8,2025,0,0,1,0,87,5,0.0,0.0,1.0,1.0,280000
2,70,2,5,2008,0,0,1,0,91,5,0.0,0.0,0.0,0.0,173000
2,62,6,8,1980,0,0,1,0,89,4,1.0,0.0,0.0,0.0,156000
2,56,2,6,2028,0,0,1,0,92,5,1.0,0.0,0.0,0.0,120026
2,68,2,4,2026,0,0,1,0,89,5,0.0,0.0,0.0,0.0,115000
2,74,2,14,1970,0,0,1,0,89,1,0.0,1.0,0.0,0.0,179000
2,59,2,6,2010,0,0,1,0,88,5,1.0,1.0,0.0,1.0,170000
2,66,1,7,2021,1,0,1,0,88,5,1.0,0.0,0.0,0.0,174999
2,62,2,6,2025,0,0,1,0,88,5,1.0,0.0,0.0,1.0,185000
2,69,5,7,2025,0,0,1,1,88,5,1.0,1.0,0.0,0.0,219900
2,67,0,0,2017,1,1,1,0,88,5,0.0,0.0,0.0,0.0,169999
2,43,6,8,2025,0,0,1,0,89,4,0.0,0.0,0.0,0.0,127990
2,68,8,8,1960,0,1,1,0,89,5,0.0,0.0,0.0,0.0,160000
2,68,7,7,1970,0,1,1,0,89,5,1.0,0.0,0.0,0.0,160000
2,60,6,6,2010,0,1,1,0,88,5,1.0,0.0,0.0,1.0,124999
2,74,7,10,2028,0,0,1,0,90,5,0.0,1.0,0.0,0.0,171898
2,68,8,8,1960,0,1,1,0,89,5,1.0,0.0,0.0,0.0,167000
2,64,2,9,2013,0,0,1,0,88,5,0.0,1.0,0.0,1.0,184990
2,96,3,7,2025,0,0,1,0,89,5,0.0,0.0,0.0,1.0,225000
2,64,2,9,2026,0,0,1,0,95,5,0.0,0.0,1.0,1.0,159000
2,95,4,6,2027,0,0,1,0,95,5,0.0,0.0,0.0,0.0,165445
2,59,1,6,2026,1,0,1,0,95,5,1.0,0.0,0.0,0.0,117645
2,48,3,5,1940,0,0,1,0,95,5,1.0,0.0,0.0,0.0,220000
2,57,1,5,2026,1,0,1,0,95,5,1.0,0.0,0.0,0.0,115198
2,65,0,0,2025,1,1,1,0,92,4,0.0,0.0,0.0,0.0,177000
2,69,5,7,2028,0,0,1,1,95,5,1.0,0.0,1.0,0.0,153590
2,90,6,6,2026,0,1,1,0,95,5,0.0,0.0,1.0,0.0,219000
2,77,9,9,2026,0,1,1,0,95,5,0.0,0.0,1.0,1.0,185000
2,77,9,9,2026,0,1,1,0,92,5,0.0,0.0,1.0,1.0,185000
2,76,9,9,2026,0,1,1,0,95,5,0.0,0.0,1.0,1.0,185000
2,66,4,6,2014,0,0,1,0,95,5,0.0,0.0,0.0,0.0,199000
2,85,4,7,2022,0,0,1,0,94,5,0.0,0.0,1.0,1.0,340000
2,76,7,9,2026,0,0,1,0,95,5,0.0,0.0,1.0,1.0,189000
2,70,2,4,2025,0,0,1,0,95,5,0.0,0.0,0.0,0.0,219900
2,69,1,4,2021,1,0,1,0,93,5,1.0,0.0,1.0,0.0,215000
2,45,1,5,2025,1,0,1,0,95,5,0.0,0.0,0.0,0.0,159000
2,66,3,3,2025,0,1,1,0,95,0,1.0,0.0,0.0,0.0,109999
2,55,2,4,2000,0,0,1,1,96,5,1.0,0.0,0.0,0.0,199500
2,90,2,6,2026,0,0,1,0,95,5,1.0,0.0,0.0,0.0,126876
2,76,7,9,2026,0,0,1,0,92,5,0.0,0.0,1.0,1.0,189000
2,76,9,9,2026,0,1,1,0,92,5,0.0,0.0,1.0,1.0,185000
2,110,5,6,2026,0,0,1,0,95,5,0.0,0.0,1.0,0.0,169000
2,65,4,6,2025,0,0,1,0,95,5,0.0,1.0,0.0,0.0,215000
2,64,1,6,1960,1,0,1,0,95,5,0.0,1.0,0.0,0.0,149000
2,87,5,6,2026,0,0,1,0,95,5,0.0,1.0,1.0,1.0,190000
2,84,4,14,2028,0,0,1,0,95,5,1.0,0.0,1.0,1.0,198800
2,92,0,0,2026,1,1,1,0,94,5,0.0,0.0,0.0,0.0,294400
2,79,13,14,2028,0,0,1,0,95,5,1.0,0.0,1.0,1.0,202800
2,51,3,7,1940,0,0,1,0,95,5,1.0,1.0,0.0,0.0,219900
2,75,16,17,2026,0,0,1,0,95,5,0.0,0.0,0.0,0.0,195000
2,66,3,3,2025,0,1,1,0,95,0,0.0,0.0,0.0,0.0,110000
2,66,6,6,2026,0,1,1,0,95,5,1.0,0.0,0.0,0.0,165000
2,63,1,6,2026,1,0,1,0,95,5,0.0,0.0,0.0,0.0,187080
2,68,5,9,2026,0,0,1,0,92,5,0.0,0.0,1.0,1.0,169000
2,69,5,9,2026,0,0,1,0,95,5,0.0,0.0,1.0,1.0,169000
2,60,4,6,2025,0,0,1,0,95,5,1.0,0.0,0.0,0.0,196999
2,73,2,7,1970,0,0,1,0,93,5,0.0,0.0,0.0,0.0,250000
2,63,2,5,1998,0,0,1,0,95,5,0.0,0.0,0.0,0.0,210000
2,58,4,8,2025,0,0,1,0,95,5,0.0,0.0,0.0,1.0,173000
2,60,4,4,2025,0,1,1,0,95,5,0.0,0.0,0.0,0.0,285000
3,95,16,18,2027,0,0,1,0,0,5,1.0,0.0,0.0,1.0,258957
2,47,2,6,1980,0,0,1,0,95,5,0.0,0.0,0.0,0.0,275000
3,106,2,18,2027,0,0,1,0,0,5,1.0,0.0,0.0,1.0,235000
2,78,2,6,2026,0,0,1,0,97,5,0.0,1.0,1.0,0.0,429000
2,55,2,5,1940,0,0,1,0,95,5,1.0,1.0,0.0,0.0,248640
2,63,2,7,1950,0,0,1,0,95,5,0.0,1.0,0.0,0.0,380000
2,58,6,6,2025,0,1,1,0,95,5,1.0,0.0,0.0,0.0,346000
3,120,6,8,1993,0,0,1,0,0,5,1.0,0.0,0.0,0.0,250000
3,104,2,5,2005,0,0,1,0,0,5,1.0,0.0,0.0,0.0,250000
3,84,7,8,1970,0,0,1,0,0,4,0.0,1.0,0.0,0.0,209990
2,65,5,7,2013,0,0,1,0,95,5,0.0,0.0,0.0,0.0,286000
2,70,5,6,1950,0,0,1,0,95,5,0.0,1.0,0.0,0.0,355000
2,70,7,7,1950,0,1,1,0,95,5,0.0,1.0,0.0,0.0,330000
2,125,2,14,2027,0,0,1,0,95,5,1.0,0.0,1.0,0.0,295325
2,80,3,7,1950,0,0,1,0,95,5,0.0,1.0,0.0,0.0,259900
2,70,3,6,1930,0,0,1,0,95,5,1.0,1.0,0.0,0.0,274990
2,123,6,7,2000,0,0,1,0,95,5,0.0,0.0,0.0,0.0,270000
2,75,2,5,1950,0,0,1,0,95,5,1.0,1.0,0.0,0.0,270000
3,95,11,18,2027,0,0,1,0,0,5,1.0,0.0,0.0,1.0,250328
3,102,4,14,2025,0,0,1,0,0,5,0.0,1.0,0.0,0.0,214999
3,111,5,6,2026,0,0,1,0,0,5,0.0,0.0,1.0,0.0,169000
2,88,4,6,2011,0,0,1,0,95,5,1.0,0.0,0.0,0.0,324083
2,78,2,5,1960,0,0,1,0,95,5,0.0,0.0,1.0,0.0,251000
2,71,6,7,2025,0,0,1,0,95,5,0.0,0.0,0.0,0.0,329800
2,76,9,13,1991,0,0,1,0,95,1,0.0,0.0,0.0,0.0,285000
2,65,1,6,2025,1,0,1,0,95,5,0.0,0.0,1.0,0.0,289000
2,64,5,6,1930,0,0,1,0,95,5,0.0,0.0,0.0,0.0,275000
2,75,2,6,2025,0,0,1,0,95,5,0.0,1.0,0.0,0.0,230000
2,81,5,8,2021,0,0,1,0,95,5,0.0,1.0,0.0,0.0,266500
2,105,0,0,1997,1,1,1,0,95,5,1.0,0.0,0.0,0.0,311000
2,55,4,6,1970,0,0,1,0,95,5,0.0,1.0,0.0,0.0,245000
2,76,2,7,2026,0,0,1,0,95,5,0.0,1.0,1.0,1.0,254034
2,86,5,6,2025,0,0,1,0,95,5,1.0,0.0,0.0,1.0,249000
2,75,5,6,1950,0,0,1,0,95,5,1.0,1.0,0.0,0.0,275000
2,82,2,3,1920,0,0,1,0,95,5,1.0,1.0,0.0,0.0,270000
2,45,5,5,1930,0,1,1,0,95,5,0.0,0.0,1.0,0.0,267000
2,70,2,5,2026,0,0,1,0,97,5,0.0,1.0,1.0,0.0,261479
2,65,5,6,1940,0,0,1,0,95,5,0.0,1.0,0.0,0.0,400000
3,114,0,0,1980,1,1,1,0,3,5,0.0,0.0,0.0,0.0,333000
3,124,2,6,2025,0,0,1,1,5,5,1.0,0.0,0.0,1.0,317000
3,108,2,5,2025,0,0,1,0,1,5,1.0,0.0,1.0,0.0,367200
3,120,3,4,2022,0,0,1,1,5,5,1.0,0.0,0.0,0.0,425000
3,125,2,5,2025,0,0,1,1,5,5,1.0,0.0,1.0,0.0,457000
3,137,4,6,2025,0,0,1,1,5,5,1.0,0.0,1.0,0.0,398000
3,120,5,5,2025,0,1,1,0,5,5,0.0,0.0,0.0,1.0,299990
3,84,5,8,2025,0,0,1,0,4,4,0.0,0.0,0.0,0.0,67000
3,116,1,8,2026,1,0,1,0,0,5,0.0,1.0,0.0,0.0,268819
3,113,1,3,2026,1,0,1,0,5,5,0.0,0.0,1.0,1.0,292358
3,127,5,5,2022,0,1,1,1,5,5,1.0,0.0,1.0,0.0,498000
3,148,3,9,2008,0,0,1,0,3,5,0.0,0.0,1.0,0.0,558000
3,74,1,19,1990,1,0,1,0,3,1,1.0,1.0,0.0,0.0,195000
3,173,5,6,2008,0,0,1,1,5,5,1.0,0.0,1.0,0.0,360000
3,121,3,4,2025,0,0,1,1,5,5,1.0,1.0,0.0,1.0,325809
3,100,3,3,2026,0,1,1,1,5,5,0.0,0.0,1.0,1.0,329604
3,141,1,5,2024,1,0,1,0,5,5,1.0,0.0,1.0,0.0,350000
3,120,1,3,2000,1,0,1,0,5,5,0.0,0.0,0.0,0.0,299000
3,137,3,6,2025,0,0,1,0,5,5,1.0,0.0,1.0,0.0,388000
3,78,5,5,2011,0,1,1,0,1,5,1.0,0.0,0.0,0.0,249900
3,60,6,8,2025,0,0,1,0,3,4,0.0,1.0,0.0,0.0,177000
