Rooms,Area,Floor_Number,Total_Floors,Construction_Year,Is_First_Floor,Is_Last_Floor,Has_Garage,Is_Closed_Complex,District_Encoded,Construction_Type_Encoded,ext_has_gas,ext_has_tep,ext_is_luxury,ext_is_act16,Price
1,44,0,0,2026,1,1,1,0,89,5,0.0,0.0,0.0,0.0,98538
1,50,2,6,2012,0,0,1,0,72,5,1.0,0.0,0.0,0.0,196000
1,40,10,14,2018,0,0,1,0,88,5,1.0,0.0,0.0,0.0,115000
1,43,6,6,2027,0,1,1,0,88,5,0.0,0.0,0.0,0.0,122518
1,39,9,16,2018,0,0,1,0,88,5,1.0,0.0,0.0,0.0,114000
1,47,3,6,2021,0,0,1,0,95,5,0.0,0.0,0.0,1.0,159000
1,46,2,4,2026,0,0,1,1,83,5,0.0,0.0,0.0,1.0,129000
1,48,1,6,2015,1,0,1,0,88,5,1.0,0.0,0.0,0.0,126500
1,41,6,13,2018,0,0,1,0,88,5,0.0,0.0,0.0,0.0,130000
1,32,2,5,2015,0,0,1,0,88,5,1.0,0.0,0.0,1.0,119999
1,48,5,5,2017,0,1,1,0,95,5,0.0,0.0,0.0,0.0,114999
1,62,8,8,2025,0,1,1,0,74,5,0.0,0.0,0.0,1.0,135000
1,85,6,6,2026,0,1,1,1,83,5,0.0,0.0,0.0,1.0,136000
1,42,0,0,2010,1,1,1,0,88,5,0.0,0.0,0.0,0.0,114999
2,42,11,16,1980,0,0,1,0,0,1,0.0,0.0,0.0,0.0,125000
1,50,5,10,2026,0,0,1,0,95,5,1.0,0.0,0.0,0.0,101000
1,50,2,6,2012,0,0,1,0,95,5,1.0,0.0,0.0,0.0,196000
1,44,2,8,2009,0,0,1,0,63,5,0.0,1.0,0.0,0.0,131000
1,44,3,8,2025,0,0,1,0,81,4,1.0,0.0,0.0,0.0,110000
1,39,1,8,2015,1,0,1,0,88,5,0.0,0.0,0.0,0.0,109999
1,32,3,4,2026,0,0,1,0,74,5,0.0,0.0,0.0,0.0,79500
1,52,1,6,2027,1,0,1,1,72,5,0.0,0.0,1.0,0.0,154920
1,43,5,8,2023,0,0,1,0,88,5,0.0,1.0,1.0,1.0,137000
1,62,1,4,2026,1,0,1,1,83,5,0.0,0.0,0.0,0.0,167400
1,56,3,23,2028,0,0,1,1,82,5,1.0,0.0,0.0,1.0,88040
1,49,1,6,2027,1,0,1,0,86,5,0.0,1.0,0.0,0.0,115000
1,49,1,7,2027,1,0,1,0,86,5,0.0,1.0,0.0,0.0,115500
1,37,10,15,2018,0,0,1,0,88,5,1.0,0.0,0.0,0.0,114000
1,39,9,16,2018,0,0,1,0,88,5,0.0,0.0,1.0,0.0,114000
2,64,6,16,2026,0,0,1,0,0,5,1.0,1.0,0.0,1.0,130000
1,67,10,11,2026,0,0,1,0,75,5,0.0,0.0,0.0,1.0,155000
1,70,4,6,2016,0,0,1,0,73,5,1.0,1.0,0.0,0.0,174000
1,44,3,8,2025,0,0,1,0,81,4,1.0,1.0,0.0,0.0,109998
1,45,6,17,2017,0,0,1,0,88,5,0.0,0.0,0.0,0.0,119999
1,50,4,6,2025,0,0,1,0,88,5,1.0,0.0,0.0,1.0,128000
1,42,17,17,2019,0,1,1,0,88,5,0.0,0.0,0.0,0.0,117500
1,42,2,12,1980,0,0,1,0,65,1,0.0,0.0,0.0,0.0,152000
2,111,5,6,2026,0,0,1,0,0,5,0.0,0.0,1.0,0.0,169000
2,73,9,12,2026,0,0,1,1,6,5,1.0,0.0,1.0,0.0,174990
2,65,6,8,2025,0,0,1,0,3,4,0.0,0.0,0.0,0.0,179999
2,64,5,6,2025,0,0,1,0,0,5,1.0,0.0,1.0,0.0,153600
2,67,4,5,2014,0,0,1,0,0,5,0.0,0.0,0.0,0.0,214999
2,65,1,8,2025,1,0,1,0,3,4,1.0,0.0,0.0,0.0,165000
2,53,2,5,1998,0,0,1,0,2,4,0.0,0.0,0.0,0.0,115000
2,98,4,6,2025,0,0,1,1,5,5,0.0,0.0,1.0,0.0,300000
2,95,1,4,2025,1,0,1,0,5,5,1.0,0.0,0.0,1.0,190000
2,76,1,5,2025,1,0,1,1,5,5,1.0,0.0,0.0,1.0,280000
2,85,3,3,2026,0,1,1,0,5,5,0.0,0.0,1.0,1.0,224731
2,80,6,6,2012,0,1,1,0,5,5,1.0,0.0,0.0,0.0,192500
2,73,5,6,2002,0,0,1,0,6,5,1.0,0.0,0.0,0.0,215000
2,71,13,18,2025,0,0,1,1,0,5,1.0,1.0,1.0,0.0,175000
2,65,1,8,1970,1,0,1,0,3,4,0.0,0.0,0.0,0.0,165000
2,64,3,18,2025,0,0,1,1,0,5,1.0,1.0,1.0,0.0,163000
2,62,13,18,2027,0,0,1,1,0,5,0.0,0.0,1.0,0.0,139990
2,71,0,0,1980,1,1,1,0,1,1,1.0,0.0,0.0,0.0,238000
2,91,2,5,2025,0,0,1,1,5,5,1.0,0.0,0.0,0.0,353000
2,84,2,4,2025,0,0,1,0,5,5,1.0,0.0,0.0,1.0,184800
2,61,3,16,2025,0,0,1,0,0,5,0.0,0.0,1.0,1.0,135000
2,65,2,6,2025,0,0,1,0,3,1,1.0,1.0,1.0,0.0,230000
2,91,1,5,2025,1,0,1,1,5,5,1.0,0.0,1.0,0.0,353000
2,57,2,3,2001,0,0,1,0,5,5,0.0,0.0,0.0,0.0,179000
2,92,5,5,2024,0,1,1,0,5,5,1.0,0.0,1.0,1.0,301999
2,72,3,18,2025,0,0,1,1,0,5,0.0,0.0,1.0,1.0,172000
2,72,6,17,2025,0,0,1,0,0,5,0.0,0.0,1.0,0.0,162000
2,78,1,3,2025,1,0,1,0,99,5,0.0,0.0,0.0,0.0,201908
2,60,1,10,1970,1,0,1,0,0,5,1.0,1.0,0.0,0.0,185000
2,42,5,5,2025,0,1,1,1,7,5,1.0,0.0,0.0,0.0,79950
2,32,4,5,2013,0,0,1,0,5,5,0.0,0.0,0.0,1.0,115999
2,72,4,17,2025,0,0,1,1,0,5,0.0,0.0,1.0,1.0,172000
2,69,4,4,2002,0,1,1,0,5,5,0.0,0.0,1.0,0.0,219990
2,69,3,4,2027,0,0,1,0,5,5,1.0,0.0,0.0,0.0,168739
2,61,3,8,2023,0,0,1,0,0,5,0.0,0.0,0.0,1.0,199900
2,56,6,8,2000,0,0,1,0,1,5,0.0,1.0,0.0,0.0,179000
2,63,3,6,2006,0,0,1,0,3,5,1.0,0.0,0.0,0.0,226900
2,73,16,18,2028,0,0,1,0,0,5,0.0,0.0,0.0,1.0,164000
2,78,3,3,2026,0,1,1,0,98,5,0.0,0.0,0.0,0.0,198000
2,76,3,4,2025,0,0,1,1,5,5,1.0,1.0,0.0,1.0,206118
2,76,3,4,2028,0,0,1,0,7,5,0.0,0.0,0.0,0.0,197713
2,78,4,4,2026,0,1,1,0,7,5,0.0,0.0,0.0,0.0,179500
2,57,3,4,2025,0,0,1,0,7,5,0.0,0.0,0.0,0.0,189999
2,72,8,9,2026,0,0,1,0,7,5,1.0,0.0,0.0,1.0,169693
2,154,4,4,2025,0,1,1,0,7,5,0.0,0.0,0.0,1.0,257700
2,71,6,9,2027,0,0,1,1,11,5,1.0,0.0,0.0,0.0,157200
2,48,4,4,2026,0,1,1,1,7,5,0.0,0.0,0.0,0.0,93600
2,71,3,6,2027,0,0,1,0,7,5,1.0,1.0,1.0,1.0,160583
2,90,2,5,2014,0,0,1,1,8,5,1.0,0.0,1.0,1.0,270000
2,67,4,5,2025,0,0,1,1,7,5,0.0,0.0,0.0,1.0,179000
2,71,3,6,2027,0,0,1,0,7,5,1.0,1.0,1.0,1.0,160583
2,68,2,5,2026,0,0,1,0,7,5,0.0,0.0,0.0,0.0,127800
2,67,2,4,2026,0,0,1,1,9,5,1.0,0.0,1.0,0.0,132000
2,71,8,9,2027,0,0,1,1,11,5,1.0,0.0,0.0,0.0,144200
2,71,3,5,2025,0,0,1,0,7,5,1.0,0.0,0.0,0.0,205000
2,65,3,4,2026,0,0,1,0,7,5,1.0,0.0,1.0,1.0,185700
2,90,2,5,2014,0,0,1,1,8,5,1.0,0.0,1.0,1.0,270000
2,76,2,8,2027,0,0,1,0,7,5,0.0,0.0,0.0,0.0,227000
2,94,5,6,2025,0,0,1,0,7,5,1.0,1.0,1.0,1.0,148000
2,73,6,6,2024,0,1,1,0,11,5,1.0,1.0,0.0,0.0,177000
2,87,3,7,2024,0,0,1,0,7,5,0.0,0.0,0.0,0.0,325000
2,67,3,8,2021,0,0,1,1,7,5,0.0,0.0,1.0,0.0,228134
2,53,4,5,2026,0,0,1,0,7,5,0.0,0.0,1.0,0.0,169000
2,76,2,8,2027,0,0,1,0,7,5,0.0,0.0,0.0,0.0,227000
2,69,2,4,2025,0,0,1,0,7,5,1.0,0.0,0.0,1.0,137200
2,79,5,5,2026,0,1,1,0,7,5,0.0,0.0,0.0,1.0,170000
2,79,3,4,2025,0,0,1,0,7,5,0.0,0.0,0.0,1.0,216299
2,61,1,5,2025,1,0,1,0,7,5,0.0,0.0,0.0,1.0,144200
2,69,4,5,2025,0,0,1,0,7,5,1.0,1.0,1.0,1.0,163000
2,70,2,7,2026,0,0,1,0,7,5,1.0,0.0,1.0,0.0,190000
2,69,3,6,2026,0,0,1,0,7,5,0.0,0.0,0.0,1.0,185000
2,58,0,0,2025,1,1,1,0,7,5,0.0,0.0,1.0,1.0,155000
2,64,3,4,2025,0,0,1,0,7,5,1.0,0.0,1.0,1.0,249900
2,65,4,9,1980,0,0,1,0,10,4,1.0,0.0,0.0,0.0,162990
2,73,4,7,2026,0,0,1,1,11,5,1.0,0.0,0.0,0.0,159700
2,75,5,8,2027,0,0,1,1,7,5,0.0,0.0,0.0,0.0,236000
2,70,4,4,2025,0,1,1,0,7,5,0.0,0.0,0.0,0.0,135000
2,52,5,5,2025,0,1,1,0,7,5,0.0,0.0,1.0,1.0,135000
2,71,5,6,2024,0,0,1,0,11,5,1.0,1.0,0.0,0.0,189000
2,104,1,6,2026,1,0,1,0,7,5,0.0,0.0,0.0,1.0,175000
2,66,3,5,2026,0,0,1,0,20,5,0.0,1.0,0.0,0.0,148500
2,68,3,5,2008,0,0,1,0,12,5,0.0,0.0,0.0,0.0,214700
2,70,5,6,2027,0,0,1,1,18,5,0.0,0.0,1.0,0.0,269280
2,67,3,5,2003,0,0,1,0,12,5,0.0,0.0,0.0,0.0,220000
2,91,4,4,2026,0,1,1,0,100,5,0.0,0.0,0.0,0.0,180840
2,65,8,14,1980,0,0,1,0,20,1,1.0,1.0,0.0,0.0,170000
2,96,5,15,2027,0,0,1,0,17,5,1.0,1.0,1.0,0.0,307400
2,62,2,4,2027,0,0,1,1,100,5,0.0,0.0,1.0,0.0,125000
2,61,7,8,2025,0,0,1,0,12,5,1.0,0.0,0.0,0.0,229800
2,63,1,4,1960,1,0,1,0,12,5,0.0,1.0,0.0,0.0,198000
2,75,2,4,2026,0,0,1,0,13,5,1.0,0.0,1.0,1.0,160239
2,69,2,4,2027,0,0,1,0,14,5,0.0,0.0,0.0,0.0,135405
2,73,3,5,2025,0,0,1,0,18,5,0.0,1.0,0.0,0.0,530000
2,67,1,4,1960,1,0,1,0,12,5,0.0,0.0,0.0,0.0,287000
2,60,4,4,2023,0,1,1,0,14,5,0.0,0.0,0.0,0.0,167000
2,60,5,6,1960,0,0,1,0,15,4,1.0,0.0,0.0,0.0,185900
2,79,5,5,2026,0,1,1,0,16,5,0.0,0.0,0.0,1.0,170000
2,72,3,6,2023,0,0,1,0,15,5,1.0,0.0,0.0,1.0,280000
2,80,2,6,2027,0,0,1,0,20,5,1.0,1.0,0.0,0.0,162000
2,58,2,5,2015,0,0,1,0,12,5,1.0,0.0,0.0,0.0,197000
2,75,3,6,2014,0,0,1,0,12,5,1.0,0.0,0.0,0.0,265000
2,100,2,4,2024,0,0,1,0,19,5,1.0,0.0,1.0,1.0,253000
2,62,4,6,1970,0,0,1,0,20,4,1.0,1.0,0.0,0.0,144500
2,87,3,7,2024,0,0,1,0,17,5,0.0,0.0,0.0,0.0,325000
2,75,7,8,2025,0,0,1,0,17,5,1.0,0.0,0.0,0.0,242000
